mogul,u	mogu,lu
plakat,a	plakata
birač,a	birača
kandidat,e	kandidate
kandidat,i	kandidati
skup,ove	skupove
plav,o	plavo
crven,e	crvene
pobednik,u	pobe,dniku
širok,a	široka
pokazatelj,a	pokazatelja
žestok,a	žesto,ka
bilbord,e	bil,bor,de
podeljen,e	podelje,ne
crven,o	crveno
plav,oj	pla,voj
crven,oj	crvenoj
formulisan,a	formulisa,na
HDZ,-u	HDZ,-,u
pomoćnik,a	pomoćnika
Sanader,a	Sanadera
Jurčić,u	Jur,čiću
donator,a	donatora
izborni,h	izbornih
poslanički,h	posla,ničkih
azil,u	azi,lu
Sudan,a	Su,dana
veroispovest,i	veroispo,vesti
privatnost,i	privatnosti
Katić,a	Ka,tića
pasoš,em	paso,šem
zdravstven,u	zdravstvenu
pretendent,e	prete,nde,nte
prvi,m	prvim
priznavanje,m	prizna,vanjem
sistem,a	sistema
zahtev,a	zahteva
podneti,h	podne,tih
Bangladeš,a	Banglade,ša
Sadam,a	Sada,ma
Husein,a	Huse,ina
aerodrom,e	aerodro,me
moguć,om	moguć,om
moguć,im	mogućim
odlaganje,m	odlaga,njem
govor,u	govoru
Helsinki,ju	Helsin,kiju
Brisel,om	Brise,lom
avion,ima	avionima
kiparski,h	kipar,skih
linija,ma	linijama
puč,a	pu,ča
spor,ih	spo,rih
moguć,i	mogući
sam,im	samim
stav,u	stavu
naftovod,a	naf,tovo,da
složen,og	složenog
projekt,a	projekta
ruski,m	ruskim
Viktor,om	Vik,torom
Kristenko,m	Kri,sten,kom
iznos,u	iznosu
sirov,a	siro,va
Aleksandropolis,a	Aleksa,ndro,po,lisa
Egej,a	E,ge,ja
Burgas,a	Bur,gasa
kapacitet,a	kapaciteta
naftovod,om	naf,tovo,dom
moreuz,a	more,uza
jeftin,ije	jeftinije
barel,a	ba,rela
sirov,e	sirove
vlasnički,h	vlasni,čkih
tehnički,h	tehničkih
ekonomski,h	ekonomskih
parametar,a	parametara
predložen,og	predloženog
naj,isplativ,ija	naji,spla,ti,vija
uslov,i	uslovi
zainteresovan,e	zainteresovane
koordinator,a	koordinatora
partner,ima	partnerima
skok,u	sko,ku
skok,a	skoka
otvoren,om	otvorenom
film,ovi	filmovi
karneval,ima	karne,valima
ritual,ima	ritua,lima
održan,im	održa,nim
Patras,u	Pa,tra,su
izvođač,i	izvođači
Japan,a	Japana
festival,a	festivala
režiser,a	reži,sera
Semih,a	Se,mi,ha
Kaplanoglu,a	Ka,pla,nog,lu,a
Nirnberg,u	Ni,rn,ber,gu
festival,u	festivalu
dugometražni,h	dugo,metra,žnih
igrani,h	igra,nih
svoj,om	svojom
smrt,i	smrti
heroj,a	heroja
Adem,a	A,dema
Jašari,ja	Ja,ša,rija
događaj,a	događaja
organizovan,og	organizovanog
pravosudni,h	pravosudnih
spremnost,i	spremnosti
određen,og	određenog
januar,u	januaru
konkurentnost,i	konkurentnosti
ekspertski,h	ekspert,skih
Meglen,om	Me,gle,nom
Kunev,om	Ku,ne,vom
Sergej,em	Serge,jem
Stanišev,im	Stani,še,vim
broj,a	broja
evropski,h	evropskih
fond,ova	fondova
budućnost,i	budućnosti
komesar,om	kome,sa,rom
Oli,jem	O,lijem
planiran,im	planiranim
strukturni,m	struktu,rnim
niz,u	nizu
bombaški,h	bomba,ških
mlad,ima	mladima
slogan,a	slo,gana
pano,ima	pano,ima
spot,ovi	spo,tovi
poznat,e	poznate
sve,ga	svega
podmladak,a	podmla,daka
mlad,i	mladi
zabrinut,i	zabrinuti
etički,h	etičkih
organizovan,i	organizovani
analitičar,a	analitičara
rezultat,e	rezultate
poster,a	po,stera
spot,a	spo,ta
zainteresovan,i	zainteresovani
život,a	života
ideal,a	ideala
politički,m	političkim
igrač,i	igrači
izlaznost,i	izlaz,nosti
rezultat,ima	rezultatima
moguć,a	moguća
društven,u	društvenu
njihov,i	njihovi
profil,e	profile
Fejsbuk,u	Fejsbu,ku
internet,a	interneta
zapadni,m	zapadnim
demokratija,ma	demokrati,jama
žestok,e	žesto,ke
socijaldemokrat,a	socijaldemokra,ta
opozicioni,h	opozi,cionih
kabinet,a	kabineta
stvaranje,m	stvaranjem
predstojeći,h	predstoje,ćih
uzor,u	uzoru
političar,e	političare
Vasić,a	Vasi,ća
portal,u	portalu
blog,ove	blo,gove
bloger,ima	blo,ge,rima
progres,a	progre,sa
SNSD,-a	SNSD,-,a
post,ove	postove
blog,u	blogu
događaj,ima	događajima
protivnik,e	protivnike
rad,u	radu
rasprostranjen,ija	rasprostra,nje,nija
frekventnost,i	frek,vent,nosti
mobing,a	mobi,nga
izraz,a	izraza
učestalost,i	učestalosti
oblik,a	oblika
loš,ih	loših
kolega,ma	kolegama
statut,ima	statu,tima
spor,ovi	spo,rovi
poslodavac,a	poslodavaca
zaposlen,ih	zaposlenih
proces,a	procesa
zavisnost,i	zavisnosti
prekršaj,a	prekršaja
papir,u	papiru
obazriv,iji	oba,zri,viji
propis,a	propisa
prelaz,u	prelazu
Kosovo,m	Koso,vom
naj,nov,ijim	najnovijim
akt,i	akti
tamošnji,h	tamo,šnjih
odnos,ima	odnosima
barikada,ma	bari,kada,ma
neprihvatljiv,o	neprihvatljivo
naj,nov,ijem	najnovijem
događaj,u	događaju
interes,e	interese
vaš,em	vašem
akter,i	akteri
dijalog,u	dijalogu
instrument,om	instru,mentom
uspeh,a	uspeha
interes,u	interesu
čitav,e	čitave
tehnički,m	tehničkim
kontekst,u	kontekstu
čitav,og	čitavog
naj,nov,iji	najnoviji
događaj,i	događaji
neprihvatljiv,i	neprihvat,ljivi
proces,e	procese
njihov,ih	njihovih
prioritet,e	prioritete
krajnji,h	krajnjih
rok,ova	rokova
njen,om	njenom
predlog,u	predlogu
status,u	statusu
nadziran,u	nad,ziranu
stanovnik,a	stanovnika
ambasador,ima	ambasa,do,rima
predlog,e	predloge
muškarac,a	muškaraca
Tribjun,a	Tri,b,juna
Agim,a	A,gi,ma
Čeku,a	Če,ku,a
prijatelj,i	prijatelji
nerešen,og	nere,šenog
narod,a	naroda
duvan,a	duvana
radnik,e	radnike
ugovor,u	ugovoru
Bulgartabak,a	Bu,lga,rta,ba,ka
komentar,u	komentaru
sindikat,a	sindikata
radnik,a	radnika
Bulgartabakov,e	Bu,lga,rta,ba,kove
Blagojevgrad,u	Blago,jev,gradu
Pleven,u	Ple,venu
delatnost,i	delatnosti
filijala,ma	filija,lama
Invest,a	In,ve,sta
holding,a	hol,dinga
vlasnik,a	vlasnika
konkurs,a	konkursa
ran,ijoj	ra,nijoj
finansijski,m	finansijskim
plan,ovima	planovima
sam,a	sama
kredit,a	kredita
autoput,a	autoputa
suveren,i	suvereni
koridor,a	koridora
segment,a	segmenta
dug,og	dugog
jugoistok,u	jugoistoku
naplatni,h	napla,tnih
ugovor,a	ugovora
investicija,ma	investicijama
tunel,a	tunela
most,ova	mostova
nadvožnjak,a	nad,vo,žnjaka
podvožnjak,a	pod,vo,žnjaka
prelaz,a	prelaza
Tabanovci,ma	Ta,ba,nov,cima
Negotin,u	Nego,tinu
konsultant,a	konsulta,nta
obelodanjen,im	obe,lo,danje,nim
tender,u	tende,ru
konzorcijum,a	konzor,cijuma
investitor,a	investitora
hotel,a	hotela
turistički,h	turističkih
put,eva	puteva
odsek,a	odseka
potpisivanje,m	potpisi,vanjem
oblik,u	obliku
budžet,a	budžeta
kompanija,ma	kompanijama
porodica,ma	porodicama
ideja,ma	idejama
njihov,oj	njihovoj
magazin,a	magazina
niko,ga	nikoga
ženski,h	ženskih
rukovodilac,a	rukovodi,laca
sopstven,i	sopstveni
kredit,ima	kreditima
fond,a	fonda
bankarski,m	banka,rskim
trenutak,a	trenutaka
noć,i	noći
kredit,e	kredite
moj,oj	mojoj
poštovanje,m	poštovanjem
džentlmen,i	dže,nt,l,meni
istrajnost,i	istra,j,nosti
usluga,ma	uslugama
tekstil,a	tekstila
konsalting,a	kon,sa,lti,nga
žena,ma	ženama
prosek,a	proseka
program,i	programi
indikator,i	indikatori
broj,u	broju
biznis,u	bizni,su
retki,h	retkih
Šmatko,m	Š,ma,tkom
Rosatom,a	Rosa,toma
jedinstven,u	jedinstvenu
žestok,i	žesto,ki
izvor,e	izvore
naš,a	naša
odbor,a	odbora
energetski,h	energetskih
objekt,om	objektom
visok,im	visokim
seizmički,m	seizmi,čkim
aktivnost,ima	aktivnostima
verski,h	verskih
spomenik,a	spomenika
izaslanik,a	izasla,nika
Fatmir,om	Fa,t,mirom
Sejdiu,om	Sej,di,u,om
verski,m	ver,skim
zona,ma	zonama
spomenik,e	spomenike
zaštićen,e	zaštićene
mnogi,h	mnogih
detalj,a	detalja
stav,ovima	stavovima
pokušaj,ima	pokušajima
lider,e	li,dere
održiv,i	održivi
Rohanov,a	Ro,ha,nova
Marti,ja	Mar,tija
Ahtisari,ja	Ah,tisa,rija
Albanac,a	Albanaca
ishod,a	ishoda
Vašington,a	Vašingtona
prav,i	pravi
urban,a	urbana
partner,i	partneri
gledalac,a	gledalaca
Evroimidž,a	Evro,i,mi,dža
mlad,om	mladom
doktor,u	dok,toru
gotov,a	gotova
distributer,a	distributera
glumac,a	glumaca
naj,poznat,ijih	najpoznatijih
snimatelj,a	snima,telja
režiser,om	reži,se,rom
Kristof,om	Kristo,fom
Kišlovski,m	Kiš,lov,skim
Avijatičar,a	A,vija,ti,čara
film,om	filmom
lav,a	lava
novost,i	novosti
dnevnik,a	dnevnika
Buls,e	Bu,l,se
Kings,e	King,se
kapital,a	kapitala
Divčev,e	Div,čeve
dnevnik,u	dnevniku
kapital,u	kapitalu
Divčev,oj	Di,vče,voj
mali,h	malih
deoničar,a	deo,ni,čara
nepošten,o	nepo,šteno
deoničar,ima	deo,ni,čarima
tajkun,i	tajku,ni
povećanje,m	povećanjem
uobičajen,o	uobičajeno
različit,e	različite
deoničar,e	deo,ni,čare
proizvođač,a	proizvođača
naj,prodavan,ije	najproda,va,nije
lobist,e	lobi,ste
sedište,m	sedištem
priprema,ma	pripremama
španski,h	špa,nskih
španski,m	špa,nskim
Luis,om	Lui,som
Rodrigez,om	Rodri,ge,zom
Zapatero,m	Zapa,terom
Madrid,u	Madridu
oblast,ima	oblastima
Simeon,om	Si,meo,nom
sastanak,a	sastanaka
stol,om	stolom
mogućnost,ima	mogućnostima
stol,u	stolu
društven,og	društvenog
rezultat,a	rezultata
red,u	redu
stav,ova	stavova
svečanost,i	svečanosti
Madrid,a	Madrida
priznanje,m	prizna,njem
doprinos,a	doprinosa
mladost,i	mladosti
dom,a	doma
egzil,u	eg,zi,lu
department,a	depart,menta
podsekretar,om	podse,kreta,rom
Marko,m	Mar,kom
Grosman,om	Gro,sma,nom
evroatlantski,h	evro,atla,ntskih
moguć,e	moguće
musliman,a	muslimana
Vojislav,om	Voji,slavom
Boris,om	Bori,som
Tadić,em	Ta,di,ćem
Svetozar,om	Sveto,za,rom
Marović,em	Ma,rovi,ćem
Vuk,om	Vu,kom
Drašković,em	Dra,škovi,ćem
Mladić,a	Mladi,ća
nalog,a	naloga
bivši,h	bivših
Vlastimir,a	Vlasti,mira
Đorđević,a	Đorđe,vića
Sreten,a	Sre,tena
Pavković,a	Pav,kovića
Vladimir,a	Vladimira
Lazarević,a	Lazare,vića
moć,i	moći
Grosman,u	Gro,s,manu
posvećenost,i	posvećenosti
optužen,og	optuženog
naj,tražen,ija	najtraže,nija
osumnjičen,a	osumnji,čena
MKSJ,-a	M,KS,J,-,a
pun,a	puna
plan,ove	planove
Jadran,u	Jadranu
prijateljski,h	prijatelj,skih
otvoren,ih	otvorenih
dve,ju	dveju
slovenački,m	slovena,čkim
Anton,om	Anto,nom
Rop,om	Ro,pom
novembarski,m	novembar,skim
februar,u	februaru
datum,a	datuma
Berlin,u	Berlinu
irski,m	i,rskim
Berti,jem	Ber,ti,jem
Ahern,om	A,her,nom
šestomesečni,m	šesto,mese,čnim
mandat,om	manda,tom
Ginter,om	G,inte,rom
Ferhojgen,om	Fer,ho,j,genom
povratnik,a	povratnika
raseljen,ih	raseljenih
pogođen,im	pogo,đenim
fotograf,i	fotografi
fotograf,a	fotografa
rad,ove	radove
štampan,im	štampa,nim
tvoj,im	tvojim
Tomislav,u	Tomi,slavu
Georgijev,u	Geor,gije,vu
Arhus,u	Ar,hu,su
prvak,a	prvaka
parter,u	par,teru
preskok,u	presko,ku
kozlić,a	ko,z,lića
vežba,ma	vežbama
razboj,u	raz,boju
srebrn,u	srebr,nu
bronzan,u	bron,zanu
višeboj,u	više,boju
ostali,h	ostalih
učesnik,a	učesnika
karika,ma	kari,kama
planina,ma	planinama
zemljotres,u	zemljotre,su
poreklo,m	poreklom
naj,talentovan,ijih	naj,tale,ntova,nijih
festivalski,h	festival,skih
Florijan,a	Flo,rijana
Donersmark,a	Do,ner,sma,rka
žiri,ja	žirija
Porumboju,a	Po,rum,boju,a
Bukurešt,a	Bu,kure,šta
biometrijski,m	bio,met,rijskim
karta,ma	kartama
crnogorski,m	crnogor,skim
Milan,om	Mila,nom
Roćen,om	Ro,ćenom
sporazum,i	sporazumi
pun,o	puno
domen,ima	dome,nima
turist,ima	turistima
Ulcinj,u	U,lci,nju
pasoš,a	paso,ša
moj,a	moja
moj,u	moju
pun,e	pune
Gaš,i	Ga,ši
sporazum,om	sporazumom
godina,ma	godinama
migracija,ma	migra,cijama
putni,h	putnih
sporazum,ima	sporazumima
moguć,em	mogućem
sporazum,u	sporazumu
datum,e	datume
kandidat,ima	kandidatima
država,ma	državama
seminar,u	seminaru
dokument,e	dokumente
slab,og	slabog
privilegovan,o	privilegova,no
gol,ove	go,love
živ,lji	ži,vlji
stav,ovi	stavovi
dobrosusedski,h	dobro,su,sed,skih
stacioniran,ih	sta,cionira,nih
umor,u	umo,ru
samit,om	sami,tom
usvajanje,m	usvajanjem
njen,a	njena
različit,im	različitim
određivanje,m	odre,đivanjem
reper,a	re,pera
reformski,m	refor,mskim
poduhvat,ima	podu,hvati,ma
jezik,u	jeziku
tekst,a	teksta
Majkrosoftov,e	Maj,kro,sof,tove
program,e	programe
naziv,a	naziva
softverski,h	softverskih
element,i	elementi
meni,ja	menija
prevod,a	prevoda
poznat,im	poznatim
lingvist,ima	lingvi,stima
kompjuter,a	kompjutera
Majkrosoft,a	Maj,kro,so,fta
Makedonac,a	Makedo,naca
korisnik,a	korisnika
Majkrosoftov,ih	Maj,kro,sof,tovih
piratski,h	pi,ra,tskih
softver,a	softvera
licencirani,h	licenci,ranih
autorski,h	autorskih
nasleđe,m	nasleđe,m
ratni,h	ratnih
jedinstven,og	jedinstvenog
mehanizam,a	mehanizama
CHP,-a	C,HP,-,a
vid,ova	vidova
činjenica,ma	činjenicama
protokol,u	protokolu
prošlost,i	prošlosti
usklađen,ih	uskla,đenih
ratni,m	ratnim
zločin,ima	zločinima
bilten,u	bil,tenu
Mirsad,a	Mirsa,da
Document,e	Do,cu,mente
određen,i	određeni
osumnjičen,ima	osumnji,če,nima
zločin,i	zločini
neorganizovan,ih	ne,organi,zovanih
određen,ih	određenih
neodređen,ih	neod,ređenih
student,e	studente
aktivist,e	aktivi,ste
tema,ma	temama
Ešdaunov,a	E,š,da,u,nova
Pedi,ja	Pedi,ja
Ešdaun,a	E,š,da,una
suštinski,m	sušti,nskim
princip,ima	principima
dogovor,u	dogovoru
izvodljivost,i	izvod,ljivosti
SDS,-a	SDS,-,a
policijski,m	policijskim
neprihvatljiv,e	neprihvat,ljive
potpun,i	potpuni
prosperitet,a	prosperi,teta
izgled,i	iz,gledi
entitet,a	entiteta
zasnovan,ih	zasnovanih
Dragan,a	Dragana
Čović,a	Čo,vića
Milorad,a	Milorada
Dodik,a	Do,dika
napor,ima	naporima
avaz,u	ava,zu
kapacitet,om	kapacitetom
Brčko,m	Br,čkom
Fikret,a	Fi,kreta
Hasanović,a	Ha,sa,novića
Pan,a	Pana
Panić,a	Pa,nića
atentat,om	atenta,tom
Đinđić,a	Đinđi,ća
ubistvo,m	ubi,stvom
Zoran,a	Zorana
ultranacionalist,e	ultra,na,ciona,liste
Šešelj,a	Šeše,lja
Đinđićev,o	Đinđi,ćevo
Luković,a	Lu,kovića
osumnjičen,og	osumnji,čenog
paravojni,h	paravoj,nih
Slobodan,a	Slobodana
Milošević,a	Miloševića
Luković,u	Lu,koviću
optužen,ima	optuže,nima
velik,ih	velikih
razmer,a	razmera
paravojni,m	paravoj,nim
struktura,ma	strukturama
formiran,im	formira,nim
rat,ova	ratova
komandant,a	komandanta
JSO,-a	J,SO,-,a
automobil,a	automobila
reformist,a	reformi,sta
nacionalist,e	naciona,liste
Tomić,a	Tomi,ća
Rade,ta	Rade,ta
Bulatović,a	Bula,tovića
savetnik,a	savetnika
atentat,a	atenta,ta
slučaj,a	slučaja
Đinđićev,e	Đinđi,ćeve
suđenje,m	su,đenjem
propust,a	propusta
Sekulić,a	Seku,lića
Milan,a	Milana
Miljojković,a	Mi,ljoj,kovića
Bekim,a	Be,kima
Fehmiju,a	Fe,h,miju,a
istaknut,u	istaknu,tu
stan,u	stanu
glumčev,a	glum,čeva
Prizren,a	Priz,rena
ljubitelj,i	ljubitelji
Fehmiju,u	Fe,h,miju,u
film,ove	filmove
narod,ima	narodima
gvozden,e	gvoz,dene
blok,a	bloka
naj,čuven,ijih	naj,ču,ve,nijih
pijan,i	pijani
go,lim	golim
Fehmijuov,e	Fe,h,miju,ove
režiser,ima	reži,se,rima
film,ovima	filmovima
pad,u	padu
poznat,a	poznata
visok,oj	visokoj
smrtnost,i	smrtnosti
pad,om	padom
živorođeni,h	živo,ro,đenih
društven,ih	društvenih
razvod,om	razvo,dom
brak,a	braka
karijera,ma	karije,rama
sociodemografski,m	socio,demo,grafskim
abortus,ima	abor,tu,sima
INSTAT,-a	IN,STA,T,-,a
neprijavljen,e	neprija,vljene
abortus,e	abor,tu,se
vezan,i	vezani
mlad,im	mladim
dete,tu	detetu
abortus,i	abor,tu,si
Dervišijev,im	Der,vi,šije,vim
roditelj,i	roditelji
nov,ije	novije
sused,i	suse,di
balkanski,m	balka,nskim
berza,ma	ber,zama
milion,e	milione
KTV,-u	K,TV,-,u
posmatrač,i	posmatra,či
vladin,i	vladi,ni
predostrožnost,i	predostrožnosti
nejak,e	neja,ke
Žarkuov,o	Žar,ku,ovo
insajt,u	in,saj,tu
emigrant,i	emigra,nti
banka,ma	bankama
kolaps,a	kola,psa
rast,a	rasta
godišnji,m	godišnjim
rast,om	rastom
institut,om	institu,tom
privremen,o	privremeno
srednji,h	srednjih
privremen,og	privremenog
nezaposlen,ima	nezaposle,nima
institucija,ma	institucijama
Enver,a	En,vera
diktatorski,m	dikta,torskim
režim,om	režimom
nadolazeći,h	nadolaze,ćih
vladar,a	vladara
naj,izolovan,ijom	naji,zo,lova,nijom
prostor,a	prostora
list,a	lista
Karajev,i	Ka,raje,vi
diktator,u	dikta,toru
bogat,iji	bogatiji
identitet,u	identitetu
brz,og	brzog
problem,i	problemi
noga,ma	nogama
sam,i	sami
prepreka,ma	preprekama
tvrdoglav,i	tvrdogla,vi
Džejms,a	Džej,msa
Bejker,a	Bej,kera
posed,a	pose,da
zaplenjen,ih	zaple,njenih
manjina,ma	manji,nama
glasnik,u	glasniku
dom,ove	domove
nezbrinut,u	nez,bri,nu,tu
različitost,i	različitosti
hrišćanski,h	hrišća,nskih
jevrejski,h	jevre,jskih
zahtev,e	zahteve
turski,m	tur,skim
rok,u	roku
fondacija,ma	fonda,cijama
odvojen,oj	odvoje,noj
manjinski,m	manji,nskim
grupa,ma	grupama
manjinski,h	manjinskih
amandman,ima	amand,manima
treći,m	trećim
strana,ma	stranama
nerešen,o	nere,šeno
ustav,u	usta,vu
ran,ijih	ranijih
Mahčupjan,u	Mah,ču,p,janu
nemusliman,i	ne,musli,mani
decenija,ma	decenijama
smer,u	smeru
imovinski,h	imovi,nskih
nemuslimanski,h	ne,musli,man,skih
trening,u	treningu
stadion,u	stadionu
meč,a	meča
tim,a	tima
bolest,i	bolesti
osnivač,a	osnivača
pozorišni,h	pozori,šnih
Rovinj,u	Rovi,nju
salon,u	salonu
rad,ovi	radovi
Luksemburg,a	Lukse,mbu,rga
Pakistan,a	Paki,stana
Višegrad,u	Više,gradu
ujedinjen,e	ujedinje,ne
Krdžali,ju	Kr,dža,liju
seminar,a	seminara
renomiran,i	re,nomi,rani
ekspert,i	eksperti
koncert,e	koncerte
poznati,h	poznatih
kompozitor,a	kompozitora
Liponenov,om	Li,pone,novom
masmedij,a	ma,sme,dija
prav,u	pravu
interes,i	interesi
interes,ima	interesima
prednost,i	prednosti
čest,a	česta
vlasnik,e	vlasnike
direktor,e	direk,tore
urednik,a	urednika
sudski,h	sudskih
postupak,a	postupaka
Liponenov,e	Li,pone,nove
uvodnik,u	uvod,niku
Liponen,a	Li,pone,na
list,ova	listova
zajednica,ma	zajednicama
motivisan,a	motivi,sana
opštinski,h	opštinskih
prijem,ima	prije,mima
događaj,e	događaje
haos,a	ha,osa
sprovođenje,m	sprovođenjem
ustav,om	usta,vom
aparat,a	aparata
frižider,a	friži,dera
zamrzivač,a	zamr,ziva,ča
budžetski,m	budže,tskim
suficit,om	su,fici,tom
deficit,om	defici,tom
spor,ijeg	sporije,g
ulog,a	uloga
stran,ih	stranih
muzičar,a	muzičara
Ijan,a	I,jana
Braun,a	Bra,una
planiran,a	planirana
masakr,a	masa,kra
EXIT,-u	EX,IT,-,u
Sad,u	Sadu
posetilac,a	posetilaca
izvođač,a	izvođača
akreditovan,ih	akredi,tovanih
izveštač,i	izvešta,či
BBC,-a	BBC,-,a
MTV,-a	M,TV,-,a
ljubitelj,e	ljubitelje
I,'m	I,',m
izvođač,ima	izvođa,čima
Andervorld,a	Ander,vor,lda
posleratni,h	poslera,tnih
naj,poznat,iji	najpoznatiji
koren,e	korene
opis,a	opisa
ovogodišnji,h	ovo,godišnjih
Glastonberi,ja	Gla,ston,be,rija
društven,im	društvenim
tih,u	ti,hu
tekst,u	tekstu
napad,i	napadi
EXIT,-a	EX,IT,-,a
pominjanje,m	pomi,nja,njem
masakr,u	ma,sak,ru
mnoštvo,m	mnoštvom
Hrvat,ima	Hrvatima
drugi,ma	drugima
rat,u	ratu
Sad,a	Sada
Petrovaradin,u	Petrovara,dinu
nasmejan,a	nasme,jana
festival,i	festi,vali
društven,a	društvena
Hašim,om	Ha,ši,mom
Tači,jem	Ta,či,jem
diplomatski,m	diploma,tskim
Hašim,u	Ha,ši,mu
Tači,ju	Ta,čiju
Jakup,om	Jaku,pom
Krasnići,jem	Kra,sni,ći,jem
zamenik,om	zameni,kom
Leri,jem	Le,rijem
Rosin,om	Ro,si,nom
rumunski,m	rumu,nskim
Adrijan,om	Ad,rija,nom
Čorojanu,om	Čo,roja,nu,om
Hose,a	Ho,sea
Luis,a	Lu,isa
Rodrigez,a	Rodri,ge,za
Zapater,a	Zapa,tera
gost,iju	gostiju
nemački,m	nemačkim
Štajnmajer,om	Šta,jn,maj,e,rom
brz,o	brzo
potpun,e	potpune
guverner,a	guvernera
delegat,a	delegata
vodeći,h	vodećih
Žan,om	Ža,nom
Lemijer,om	Le,mije,rom
investitor,ima	investitorima
očekivan,og	očekivanog
biznis,om	bizni,som
potpredsednik,om	potpredsed,nikom
Miroljub,om	Miro,lju,bom
Labus,om	Labu,som
projekt,ima	projektima
ton,u	tonu
potpun,im	potpunim
uspeh,om	uspehom
rat,a	rata
narod,i	narodi
lak,ši	lakši
kongres,u	kongresu
Kofi,ja	Ko,fija
Anan,a	Ana,na
prihvatljiv,og	prihvat,ljivog
demokrata,ma	demokra,tama
priznat,i	priznati
udar,a	udara
skor,o	skoro
rezolucija,ma	rezolu,cijama
vremenski,m	vremenskim
okvir,om	okvirom
Redžep,a	Red,že,pa
Tajip,a	Ta,ji,pa
Erdogan,a	Erdo,gana
aerodrom,i	aerodro,mi
brod,ove	brodove
avion,e	avione
obim,a	obima
Sali,jem	Sa,lijem
žestok,u	žesto,ku
kritičar,i	kritičari
Edi,ja	E,dija
problem,om	problemom
pojedinac,a	pojedinaca
zakon,om	zakonom
neuobičajen,o	neuobičajeno
otkaz,a	otkaza
osoba,ma	osobama
status,om	statusom
službenik,a	službenika
njen,im	njenim
strog,om	stro,gom
faktor,om	faktorom
visok,e	visoke
ostali,m	ostalim
nosilac,a	nosilaca
monopol,ima	mono,po,lima
višegodišnji,h	više,godišnjih
monopol,a	mono,pola
pogodnost,i	pogodnosti
monopolist,i	mono,po,listi
biznismen,a	biznis,mena
opterećen,i	optere,ćeni
cena,ma	cenama
monopol,i	mono,poli
kartel,i	kar,teli
monopolistički,h	mono,po,lističkih
proizvođač,e	proizvođače
domaći,h	domaćih
MMF,-a	MMF,-,a
monopol,e	mono,pole
prehramben,oj	prehrambe,noj
mali,m	malim
prihod,ima	prihodima
nezaposlen,i	nezaposle,ni
kartel,e	karte,le
reč,i	reči
neobuzdan,a	neo,bu,zda,na
nezakonit,o	nezakonito
stan,a	stana
unuk,a	unuka
intelektualac,a	intelektualaca
organizovan,a	organizovana
dokument,u	dokumentu
civil,a	civila
saopštenje,m	saop,štenjem
penzionisan,i	penzioni,sani
pridruživanje,m	pridruži,vanjem
saveznik,a	saveznika
ostali,ma	ostalima
mek,i	me,ki
star,e	stare
rat,ovi	ratovi
raspad,a	raspada
jednak,i	jednaki
klimav,im	klima,vim
temelj,ima	temeljima
prihod,e	prihode
Marković,em	Mar,kovićem
blok,u	bloku
diplomiran,i	diplomirani
bogat,i	bogati
most,a	mosta
Mihail,u	Mihai,lu
Jovović,u	Jovo,viću
urednik,u	ured,niku
Vijest,i	Vijesti
glava,ma	glavama
komunistički,m	komunisti,čkim
vreme,nima	vremenima
neuspeh,a	neuspeha
izazov,i	izazovi
nedelja,ma	nedeljama
stvarnost,i	stvarnosti
loš,e	loše
slab,a	slaba
nezaposlenost,i	nezaposlenosti
novčan,e	novčane
slab,om	sla,bom
stručnost,i	stručnosti
ran,ijim	ranijim
izveštaj,em	izvešta,jem
EULEKS,-om	EU,LEKS,-,om
Mustaf,a	Mustafa
nov,o	novo
Transparens,i	Transpa,ren,si
internešenel,a	interne,še,nela
naj,nov,ije	najnovije
severni,m	sever,nim
sastav,u	sastavu
Bamir,om	Ba,mirom
Topi,jem	To,pi,jem
američki,m	američkim
ambasador,om	ambasa,do,rom
Džon,om	Džo,nom
Viters,om	Vi,ter,som
pravosudni,m	pravosu,dnim
izborni,m	izbornim
fudbalski,h	fudbal,skih
Balkan,om	Balka,nom
fudbalski,m	fudbal,skim
liga,ma	li,gama
kvalifikacioni,h	kvalifika,cionih
Hrvat,a	Hrvata
prevara,ma	prevara,ma
namešten,ih	name,štenih
nemački,h	nemačkih
Fenerbahče,a	Fe,ner,bah,če,a
Ulm,a	Ul,ma
igrač,a	igrača
Genčlerbirligi,ja	Gen,č,ler,bir,li,gija
Džavdžavljev,ih	Dža,v,dža,vlje,vih
sport,u	sportu
dokaz,e	dokaze
sportski,h	sportskih
skandal,a	skandala
poverljiv,ih	pover,ljivih
sumnjiv,im	sumnji,vim
utakmica,ma	utakmicama
klupski,h	klu,pskih
brz,im	brzim
rasprostranjen,iji	rasprostra,nje,niji
MSP,-om	MSP,-,om
predstavljen,i	predstavljeni
pravni,h	pravnih
usmen,e	usmene
argument,e	argumente
Jordan,a	Jor,dana
integritet,a	integriteta
pravo,m	pravom
Miloševićev,a	Miloševi,ćeva
pravni,m	pravnim
naslednik,om	nasle,dni,kom
integritet,u	integri,tetu
odvojen,e	odvojene
suveren,e	suve,rene
usmen,og	usmenog
sudski,m	sudskim
proces,ima	procesima
rođak,a	rođaka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	krimina,laca
kriminalistički,h	krimina,lističkih
nemoguć,a	nemoguća
otpadni,h	otpadnih
priobalni,m	prioba,lnim
